OrderLineID,TransactionID,ProductID,Quantity,UnitPrice,Discount,LineTotal
""," TRN-9535 ","#N/A","3","60","0",""
"OL-1330","TRN-9535","P201","3","","0","210"
"OL-1331","TRN-9535","P102","3","80","0","240"
"OL-1332","TRN-9535","P103","1","95","0","95"
" OL-1333 ","TRN-9536","P102","3","80","0.1","216"
"OL-1334","TRN-9536","P201","3","70","0.1","189"
"OL-1335"," TRN-9536 ","C301","2","55","0.1","99"
"OL-1336","#N/A","P101","3","85","0.05","242.25"
"OL-1336","TRN-9537","P101","3","85","0.05","242.25"
"OL-1338"," TRN-9539 ","C304","","","0","58"
"OL-1339","TRN-9540","C301","2","55","0","110"
"OL-1340","TRN-9541","","2","","0",""
"","TRN-9541","P203","3","68","0","204"
"OL-1342"," TRN-9541 ","P102","2","80","0","160"
"OL-1343","TRN-9542","P201","3","70","0","210"
"OL-1344","TRN-9542","P202","","65","0","195"
" OL-1345 ","TRN-9543","P101","1","85","0","85"
"OL-1346","TRN-9543","P101","3","85","","255"
"OL-1347"," TRN-9544 ","","3","65","0.05","185.25"
"OL-1348"," TRN-9544 ","C303","2","60","0.05","114"
"OL-1349","TRN-9544","P101","3","85","0.05","242.25"
"OL-1350","TRN-9545","C303","3","60","0","180"
"OL-1351",""," C303 ","2","60","0","120"
"OL-1351","TRN-9545","C303","2","60","0","120"
" OL-1353 ","TRN-9546","C303","","60","0","120"
"OL-1354"," TRN-9547 ","P202","3","65","0","195"
"OL-1354","TRN-9547","P202","3","65","0","195"
"","TRN-9547"," P201 ","3","","0","210"
"OL-1357","TRN-9548","P202","","65","0.1","58.5"
"OL-1358","TRN-9548","P102","2","80","0.1","144"
"OL-1359","TRN-9548","","2","60","0.1",""
"OL-1360","TRN-9549"," C304 ","3","58","0","174"
"OL-1360","TRN-9549","C304","3","58","0","174"
"OL-1362","TRN-9550","C302","","50","0","50"
"","TRN-9550","P103","1","95","0","95"
"OL-1364","TRN-9550","P201","1","70","0",""
"OL-1364","TRN-9550","P201","1","70","0","70"
"OL-1365","TRN-9550","P102","1","80","0","80"
"OL-1367","TRN-9551","C301","2","55","0","110"
"OL-1368","TRN-9551","P202","2","65","0","130"
"OL-1369","TRN-9552","C304","3","58","0","174"
"OL-1370","TRN-9553"," P202 ","1","65","0","65"
"#N/A","TRN-9554"," C301 ","1","55","0","55"
" OL-1372 ","TRN-9554"," C304 ","3","58","0","174"
" OL-1373 ","TRN-9554","#N/A","3","85","0","255"
"OL-1374","TRN-9554"," P202 ","2","65","0","130"
"OL-1375"," TRN-9555 "," P203 ","3","68","","204"
" OL-1376 ","TRN-9555","C301","3","55","0","165"
"OL-1377","TRN-9555"," C303 ","3","60","0","180"
"OL-1378","","P202","","65","0.05","185.25"
"OL-1379","TRN-9556","P102","","80","0.05","228"
"OL-1379","TRN-9556","P102","3","80","0.05","228"
"OL-1381","TRN-9557","P201","1","70","0","70"
"OL-1382"," TRN-9557 ","P201","","70","0","210"
"OL-1383","TRN-9558","C301","2","55","0.15","93.5"
" OL-1384 ","TRN-9558","#N/A","1","60","0.15",""
"OL-1385","TRN-9558","","1","95","0.15",""
"","TRN-9559","P102","","80","0","80"
"OL-1386","TRN-9559","P102","1","80","0","80"
"OL-1388","TRN-9560"," C304 ","2","58","0.05","110.2"
"OL-1389","TRN-9560","P201","3","70","","199.5"
"OL-1390","","","3","50","0.05","142.5"
"","TRN-9561"," P201 ","2","70","0","140"
"OL-1392","TRN-9561","P201","1","70","0","70"
"OL-1393","TRN-9561","P202","3","65","0","195"
" OL-1394 ","TRN-9562"," P202 ","1","65","","65"
"OL-1394","TRN-9562","P202","1","65","0","65"
"OL-1396","TRN-9563","C301","3","55","0.1","148.5"
"OL-1397","TRN-9563","C303","1","60","",""
"OL-1398","TRN-9564","C304","1","58","0.15","49.3"
"OL-1398","TRN-9564","C304","1","58","0.15","49.3"
" OL-1400 "," TRN-9564 ","P202","3","65","0.15",""
"OL-1401","TRN-9565","#N/A","1","85","0","85"
"OL-1402","TRN-9565","C302","2","","0","100"
"OL-1403","TRN-9565","P102","","80","0","80"
"#N/A","TRN-9565","P101","2","85","0","170"
"OL-1405","","P201","3","70","0","210"
"OL-1406","TRN-9566","P103","1","95","",""
"OL-1407","TRN-9567","P103","2","95","0","190"
"","TRN-9568","P203","2","68","0",""
"OL-1409","TRN-9568","","3","80","0","240"
"#N/A"," TRN-9569 ","C303","2","60","0","120"
"OL-1411","TRN-9569","","3","55","0","165"
"OL-1412","TRN-9569","P102","1","80","0","80"
"OL-1413","","C302","2","50","0","100"
"OL-1414","TRN-9571","#N/A","1","70","0","70"
" OL-1415 ","TRN-9571","C301","","55","0","110"
"OL-1415","TRN-9571","C301","2","55","0","110"
"OL-1417","TRN-9571"," P202 ","","65","0",""
"OL-1418","TRN-9572","P103","2","95","0","190"
"OL-1419","TRN-9573","C301","2","","0","110"
"OL-1420"," TRN-9573 ","P101","","85","0","85"
"OL-1421","TRN-9573","P201","3","70","0","210"
"OL-1422"," TRN-9573 ","P202","1","","0","65"
"","TRN-9574","P103","1","95","0.15","80.75"
"OL-1424","TRN-9574","P101","1","85","0.15","72.25"
"OL-1425","TRN-9575","P203","2","68","0","136"
"OL-1426","","C304","1","58","","58"
"",""," P201 ","","70","0.05","66.5"
"OL-1428","TRN-9577","P102","1","80","0.1","72"
"OL-1429","TRN-9577","P101","1","85","0.1","76.5"
"OL-1430","TRN-9577","","2","60","0.1","108"
"OL-1430","TRN-9577","C303","2","60","0.1","108"
"OL-1432","TRN-9578","C303","3","60","0","180"
"#N/A","TRN-9579","P101","","85","","144.5"
"OL-1434","TRN-9579","P202","2","65","0.15","110.5"
"OL-1435"," TRN-9580 ","P202","2","65","0.1","117"
"OL-1436","TRN-9581","C302","3","50","0","150"
"OL-1437"," TRN-9581 ","","1","50","0","50"
"OL-1438","TRN-9581","P102","1","80","0","80"
"OL-1438","TRN-9581","P102","1","80","0","80"
" OL-1440 ","TRN-9582","P203","3","68","0","204"
"OL-1441","TRN-9582","P202","1","","0","65"
"OL-1442"," TRN-9582 ","C303","2","60","0","120"
"OL-1443"," TRN-9582 ","#N/A","3","70","0","210"
"OL-1444","TRN-9583","P203","1","68","0.05","64.6"
"#N/A","TRN-9583","C302","","50","0.05",""
"OL-1446","","P201","3","70","0.05","199.5"
" OL-1447 ","TRN-9583","P101","3","85","0.05",""
"OL-1447","TRN-9583","P101","3","85","0.05","242.25"
"OL-1449","TRN-9584","P102","3","80","0.05","228"
"OL-1450","TRN-9585","P203","2","68","0","136"
" OL-1451 ",""," C301 ","3","55","0","165"
"OL-1452","TRN-9585","","3","58","0","174"
"OL-1453"," TRN-9586 ","P203","2","68","0","136"
"OL-1453","TRN-9586","P203","2","68","0","136"
"OL-1455","TRN-9587","P102","3","","0","240"
"OL-1456","TRN-9588","P202","3","65","0","195"
"OL-1457"," TRN-9588 ","","1","55","","55"
"OL-1458","TRN-9589","C304","1","58","0","58"
"OL-1459"," TRN-9590 ","P101","3","85","0","255"
"OL-1460","TRN-9590"," P101 ","3","85","0","255"
"OL-1460","TRN-9590","P101","3","85","0","255"
"OL-1462","TRN-9591","C304","","58","0","174"
"OL-1463"," TRN-9591 ","C303","1","60","","60"
"OL-1464","TRN-9591","P102","1","80","0","80"
"OL-1465","","P102","2","80","0","160"
" OL-1466 ","TRN-9593","P201","1","70","","70"
" OL-1467 ","TRN-9593","C303","2","60","0","120"
"OL-1468","TRN-9593","C303","3","60","0","180"
"OL-1469","TRN-9593","","1","68","0","68"
" OL-1470 "," TRN-9594 ","C303","1","60","0",""
" OL-1471 ","TRN-9594","P201","3","70","0","210"
"OL-1472"," TRN-9594 ","P103","3","95","","285"
"OL-1473","TRN-9595","P203","2","68","0","136"
"OL-1474","TRN-9595"," C301 ","3","55","0","165"
"OL-1474","TRN-9595","C301","3","55","0","165"
"OL-1476","TRN-9596","P102","2","80","0","160"
"OL-1477","TRN-9596","P201","1","70","0","70"
"OL-1478","TRN-9597","P201","1","70","0","70"
"OL-1479","TRN-9598"," P102 ","2","80","0.15","136"
"","TRN-9598","P203","","68","0.15","57.8"
"OL-1481","TRN-9598","P102","","80","0.15","68"
"OL-1482","TRN-9599","P202","1","65","0","65"
"OL-1482","TRN-9599","P202","1","65","0","65"
"OL-1484","TRN-9601","P202","3","65","0","195"
"OL-1484","TRN-9601","P202","3","65","0","195"
"OL-1486","TRN-9601","P103","1","95","0","95"
"","TRN-9601","C301","2","","0","110"
"OL-1488","TRN-9602","P101","3","85","0.1","229.5"
"OL-1489","TRN-9602","","2","50","0.1","90"
"OL-1490","TRN-9602","C301","1","55","0.1","49.5"
"OL-1491","TRN-9603","C301","1","55","0.1","49.5"
"OL-1492","TRN-9604","P203","","68","0","136"
"#N/A","TRN-9604","#N/A","1","60","0","60"
"OL-1494","TRN-9604","","3","","","174"
"OL-1495",""," C303 ","1","60","0","60"
"OL-1495","TRN-9605","C303","1","60","0","60"
"OL-1497","TRN-9605","P201","3","","0",""
"OL-1498","TRN-9606"," P203 ","1","68","0","68"
"OL-1499","TRN-9606","P202","2","65","0","130"
"OL-1500","TRN-9607","P203","2","68","0.05","129.2"
"OL-1501","TRN-9607","P101","3","85","0.05","242.25"
"OL-1502","","P201","2","70","0.05","133"
"OL-1503","TRN-9607","C303","","60","0.05","57"
"OL-1504","","C302","2","50","0","100"
"OL-1505"," TRN-9608 ","P203","3","68","0","204"
"OL-1506","","P102","1","","0.1","72"
" OL-1507 ","TRN-9609","P103","2","95","0.1","171"
"OL-1508","","P202","1","65","0.1","58.5"
"OL-1509","TRN-9609","P203","2","68","0.1","122.4"
"","TRN-9610","P203","2","68","0","136"
" OL-1511 ","TRN-9610","P203","1","68","0",""
"OL-1512","TRN-9610","P201","1","70","0","70"
"OL-1513","TRN-9611","P102","1","80","0","80"
"OL-1514","TRN-9611","P103","2","95","0","190"
"OL-1514","TRN-9611","P103","2","95","0","190"
""," TRN-9612 "," C302 ","2","50","0.05","95"
" OL-1517 ","TRN-9613","C302","2","50","0","100"
"OL-1518","TRN-9613","C302","3","50","0","150"
" OL-1519 ","TRN-9613"," P103 ","3","95","0","285"
"OL-1519","TRN-9613","P103","3","95","0","285"
"OL-1521","TRN-9614","","3","80","0","240"
"OL-1522","TRN-9614","C302","2","50","0","100"
"OL-1523","","P101","3","85","","229.5"
"OL-1523","TRN-9615","P101","3","85","0.1","229.5"
"OL-1524","TRN-9616","P101","3","85","0","255"
"OL-1525","TRN-9617","P101","2","85","0","170"
"OL-1527","TRN-9617","C302","2","50","0","100"
"OL-1528","TRN-9618","C303","3","60","0","180"
" OL-1529 ","TRN-9619","P103","2","95","0","190"
"OL-1529","TRN-9619","P103","2","95","0","190"
"OL-1531","","P202","3","65","",""
" OL-1532 ","TRN-9620"," P101 ","1","85","","72.25"
"OL-1533","TRN-9620","C301","1","55","0.15","46.75"
"OL-1534","TRN-9620","P102","2","80","0.15","136"
"OL-1535","TRN-9621","C302","1","50","0","50"
"OL-1535","TRN-9621","C302","1","50","0","50"
"OL-1537","TRN-9622"," P101 ","3","85","0","255"
"OL-1537","TRN-9622","P101","3","85","0","255"
"OL-1539","","C302","2","50","0","100"
"OL-1540","TRN-9623","P101","3","85","0","255"
"OL-1541","TRN-9623","C303","1","60","0","60"
"OL-1542","TRN-9624","C301","3","55","0.1","148.5"
"OL-1543"," TRN-9625 ","P201","3","70","0","210"
"OL-1543","TRN-9625","P201","3","70","0","210"
"OL-1545","TRN-9626","","3","70","0","210"
"OL-1546","","P102","2","80","0","160"
"OL-1547","TRN-9628","C303","3","60","","162"
"","TRN-9628","P101","2","85","0.1","153"
"OL-1549"," TRN-9629 ","C301","1","55","0","55"
"OL-1550"," TRN-9629 ","P202","1","65","0","65"
"OL-1551","TRN-9630","C304","2","","0","116"
"OL-1552","TRN-9630","P102","2","","0",""
"OL-1552","TRN-9630","P102","2","80","0","160"
"","","C303","","60","0","180"
"OL-1554","TRN-9630","C303","3","60","0","180"
"OL-1556","TRN-9631","P101","1","85","0.15","72.25"
"OL-1557","TRN-9632","C303","2","60","0","120"
" OL-1558 ","TRN-9632","P201","3","","0","210"
"OL-1559"," TRN-9632 ","C302","3","","0","150"
"OL-1560","TRN-9632"," P202 ","2","65","","130"
"OL-1561","TRN-9633","C304","","58","0","174"
"","TRN-9633"," P203 ","3","68","0","204"
"","#N/A","P102","","80","0","80"
"OL-1564","TRN-9633","P103","","95","","95"
""," TRN-9634 ","P201","2","70","0","140"
"OL-1566","TRN-9634","C303","2","60","0","120"
"OL-1567","TRN-9635","P202","3","65","0","195"
"#N/A","TRN-9636","C302","2","50","0",""
"OL-1569","TRN-9636","","2","","","170"
"OL-1569","TRN-9636","P101","2","85","0","170"
" OL-1571 ","TRN-9637","P103","3","95","0.15","242.25"
"OL-1571","TRN-9637","P103","3","95","0.15","242.25"
"OL-1573","TRN-9638","C304","3","58","0","174"
"OL-1574","TRN-9638","C302","3","50","0","150"
"OL-1575","","P103","1","","0","95"
"OL-1576","TRN-9639","P101","2","85","0","170"
"OL-1576","TRN-9639","P101","2","85","0","170"
" OL-1578 ","TRN-9639","","1","70","0","70"
"OL-1579","TRN-9639","P201","2","70","0","140"
"OL-1580","TRN-9640","","3","80","0",""
"OL-1581","TRN-9641","P103","2","95","0.1","171"
"OL-1582","TRN-9641","#N/A","2","58","0.1","104.4"
"OL-1583","TRN-9642","C303","2","60","0.1","108"
"OL-1583","TRN-9642","C303","2","60","0.1","108"
"OL-1585","","P103","2","95","0.1","171"
"OL-1586","TRN-9643","P103","3","","","285"
"OL-1586","TRN-9643","P103","3","95","0","285"
"OL-1588","TRN-9644","P103","2","95","0.1","171"
"OL-1589"," TRN-9644 "," C303 ","1","60","0.1",""
"OL-1590","TRN-9644","P202","2","65","0.1",""
"OL-1591","TRN-9645"," P203 ","3","","0","204"
"OL-1592","","P203","3","68","0","204"
"OL-1593","TRN-9645"," C302 ","2","50","","100"
" OL-1594 ","TRN-9646","C304","2","58","0","116"
"","","C303","1","","0","60"
"OL-1596","TRN-9646","P203","3","68","0",""
" OL-1597 ","TRN-9646","C301","2","55","0","110"
"OL-1598","TRN-9647","","3","80","0","240"
"OL-1599","TRN-9648","P201","2","70","0.15","119"
" OL-1600 "," TRN-9648 ","C304","","58","0.15","98.6"
"","TRN-9649","P203","1","68","0","68"
" OL-1602 ","TRN-9650","P203","3","68","0","204"
"OL-1603","TRN-9651"," P201 ","1","70","0","70"
" OL-1604 ","","P103","2","95","0","190"
"OL-1604","TRN-9651","P103","2","95","0","190"
" OL-1606 ","TRN-9653","P103","2","","0",""
"OL-1607","TRN-9653","#N/A","1","55","","55"
"OL-1607","TRN-9653","C301","1","55","0","55"
"OL-1609","TRN-9653","#N/A","1","70","0",""
"OL-1610","TRN-9654","P202","1","65","0","65"
" OL-1611 ","TRN-9654","C301","2","55","0","110"
"OL-1612","TRN-9654","P202","2","","0","130"
"OL-1612","TRN-9654","P202","2","65","0","130"
"","","P102","1","","0.15","68"
"OL-1615"," TRN-9655 ","","3","58","0.15","147.9"
"OL-1615","TRN-9655","C304","3","58","0.15","147.9"
""," TRN-9655 ","P103","","95","0.15",""
"OL-1618","TRN-9656","","3","60","0","180"
"OL-1619","TRN-9656"," P102 ","1","80","0","80"
" OL-1620 ","TRN-9656","P101","","","0","255"
"OL-1621","TRN-9657","P201","1","70","0.05","66.5"
"OL-1621","TRN-9657","P201","1","70","0.05","66.5"
" OL-1623 ","TRN-9657","P101","3","85","0.05","242.25"
" OL-1624 ","TRN-9657","C304","1","58","0.05",""
"","TRN-9658"," P202 ","2","65","0","130"
"OL-1626","#N/A","C301","","55","","165"
"OL-1626","TRN-9658","C301","3","55","0","165"
"OL-1628","TRN-9659","C303","3","60","0","180"
"OL-1629","TRN-9659","P201","1","70","0","70"
"OL-1630","TRN-9659"," P101 ","1","85","0","85"
"OL-1631"," TRN-9660 ","P203","2","68","0","136"
"OL-1632","TRN-9660","","1","70","","70"
"OL-1633"," TRN-9660 ","P203","2","68","0","136"
" OL-1634 ","TRN-9660","C301","3","55","0","165"
"OL-1635","TRN-9661","C301","3","55","0.05","156.75"
"OL-1636","TRN-9661","","2","80","0.05","152"
"OL-1637"," TRN-9662 ","P101","2","85","0.1","153"
"OL-1638","TRN-9662","C304","1","58","0.1","52.2"
"OL-1639","TRN-9662","C301","3","55","0.1","148.5"
"OL-1639","TRN-9662","C301","3","55","0.1","148.5"
"OL-1641","TRN-9663"," P202 ","1","65","0.05","61.75"
"OL-1642","","P101","","85","0.05","80.75"
"OL-1643","TRN-9663","C303","3","60","0.05","171"
"OL-1644","TRN-9663","","3","68","0.05","193.8"
"OL-1645","TRN-9664","P201","3","","0.15","178.5"
"OL-1645","TRN-9664","P201","3","70","0.15","178.5"
"OL-1647","TRN-9664","","2","55","0.15","93.5"
"OL-1647","TRN-9664","C301","2","55","0.15","93.5"
"OL-1649","TRN-9665","C302","3","","",""
"OL-1649","TRN-9665","C302","3","50","0","150"
"OL-1651","TRN-9666","P201","2","70","0","140"
" OL-1652 ","TRN-9666","P102","3","80","0","240"
"OL-1653","TRN-9667"," C302 ","3","50","","150"
"OL-1654"," TRN-9667 "," P201 ","2","70","0","140"
"OL-1654","TRN-9667","P201","2","70","0","140"
"OL-1656","TRN-9669"," P103 ","2","95","0","190"
"OL-1657","","P201","1","70","0.15","59.5"
"OL-1657","TRN-9670","P201","1","70","0.15","59.5"
" OL-1659 ",""," P102 ","2","80","0.15","136"
" OL-1660 ","TRN-9671","P203","3","68","0.05","193.8"
"OL-1661","TRN-9671","","","58","0.05","165.3"
"OL-1662"," TRN-9672 ","C302","1","50","0",""
"OL-1662","TRN-9672","C302","1","50","0","50"
"OL-1664","TRN-9672"," P201 ","3","70","0","210"
"OL-1665"," TRN-9672 ","C302","3","50","0","150"
"","TRN-9673","#N/A","3","85","0","255"
"OL-1667","TRN-9674","C304","2","58","","98.6"
"OL-1668","","P202","1","","0.15",""
" OL-1669 ","TRN-9674","C304","","58","0.15","98.6"
" OL-1670 ","TRN-9675","P103","1","95","0","95"
" OL-1671 ","TRN-9676"," P101 ","1","85","0","85"
"OL-1672","TRN-9676","P201","2","70","0","140"
"","TRN-9676","#N/A","1","58","0","58"
"OL-1673","TRN-9676","C304","1","58","0","58"
" OL-1675 ","TRN-9677","C303","1","60","0","60"
"OL-1676","TRN-9678","P202","1","","0",""
"OL-1677","TRN-9678","C303","3","60","","180"
"OL-1678","","#N/A","3","85","0","255"
"OL-1679","TRN-9679","C304","3","58","0",""
" OL-1680 ","TRN-9679","C301","3","55","0","165"
" OL-1681 ","TRN-9679","C302","2","50","","100"
"","TRN-9679","P201","1","70","0","70"
"OL-1683",""," P201 ","2","70","0","140"
"OL-1684","TRN-9680","P103","1","95","0","95"
"OL-1685"," TRN-9680 ","C302","3","50","","150"
"#N/A","TRN-9681","C303","2","","0","120"
"OL-1687","TRN-9681","P102","1","80","0","80"
"OL-1688","TRN-9682"," C301 ","3","55","0.05","156.75"
"","TRN-9682","P203","2","68","0.05","129.2"
"OL-1690","TRN-9683","P102","3","80","0","240"
"OL-1690","TRN-9683","P102","3","80","0","240"
"OL-1692","TRN-9684"," C301 ","3","55","","165"
"OL-1693","TRN-9685","P201","3","70","0","210"
"#N/A","TRN-9686","C303","1","60","0","60"
" OL-1695 ","TRN-9686","P101","1","85","0","85"
"OL-1696","TRN-9686","P201","1","","0","70"
"OL-1696","TRN-9686","P201","1","70","0","70"
"OL-1698","TRN-9687","C301","2","55","0","110"
"","","C302","1","50","0","50"
"OL-1700","TRN-9688","C303","3","60","0.1","162"
"OL-1701","TRN-9689","P101","2","85","0","170"
"#N/A"," TRN-9689 ","P202","1","65","0","65"
"OL-1702","TRN-9689","P202","1","65","0","65"
"","TRN-9689","#N/A","3","85","0","255"
"OL-1704","TRN-9689","P101","3","85","0","255"
"OL-1706","","C302","3","50","0","150"
"OL-1707","TRN-9691","P103","2","95","0.05","180.5"
"OL-1708","TRN-9691","C303","1","60","0.05","57"
"OL-1709","","P101","","85","0.05",""
"","TRN-9692","P202","2","65","0",""
"OL-1711","TRN-9693","P101","3","85","0","255"
"OL-1711","TRN-9693","P101","3","85","0","255"
"OL-1713","TRN-9694","","2","60","0","120"
"OL-1714","","P102","2","","0","160"
"OL-1715","TRN-9696","P201","2","70","0","140"
" OL-1716 ","TRN-9696","C304","3","58","0","174"
"OL-1717","TRN-9696"," C304 ","","58","0","58"
" OL-1718 ","","C301","3","55","0.05","156.75"
"OL-1719","TRN-9697"," P203 ","1","68","0.05","64.6"
"#N/A"," TRN-9697 ","#N/A","2","60","","114"
"OL-1720","TRN-9697","C303","2","60","0.05","114"
"OL-1722","TRN-9699","P103","2","95","0.05","180.5"
"OL-1722","TRN-9699","P103","2","95","0.05","180.5"
"OL-1724","TRN-9700","P203","3","68","0.05","193.8"
"OL-1724","TRN-9700","P203","3","68","0.05","193.8"
"OL-1726","","C301","1","55","0.15","46.75"
"OL-1726","TRN-9701","C301","1","55","0.15","46.75"
"OL-1727","TRN-9702","C303","1","60","0","60"
"","TRN-9702","C302","3","","","150"
"OL-1730","TRN-9702","","1","95","0","95"
"OL-1730","TRN-9702","P103","1","95","0","95"
"OL-1732","TRN-9703","C304","3","58","0","174"
"OL-1733"," TRN-9704 ","P103","3","95","0","285"
"OL-1734","#N/A","","3","65","0","195"
"OL-1734","TRN-9704","P202","3","65","0","195"
"OL-1736","TRN-9706"," C301 ","2","","0","110"
"OL-1737","TRN-9706","","2","70","0","140"
"OL-1738","TRN-9707","P102","3","80","0.05","228"
"OL-1739","TRN-9707","P102","2","80","0.05","152"
"OL-1740","TRN-9707","P102","","80","0.05","228"
" OL-1741 ","TRN-9708","C302","2","50","0","100"
" OL-1742 ","TRN-9708","C301","","55","0","165"
"OL-1743","TRN-9708","#N/A","3","70","0","210"
"OL-1744","TRN-9709","","1","70","0.05","66.5"
"OL-1745","TRN-9709"," C303 ","","60","0.05",""
"OL-1746"," TRN-9710 ","P102","2","","0","160"
"OL-1747","TRN-9710"," P102 ","2","80","0","160"
"OL-1747","TRN-9710","P102","2","80","0","160"
"OL-1748","TRN-9711","C303","1","60","0.05","57"
"OL-1750","TRN-9712","#N/A","1","95","0","95"
" OL-1751 ","TRN-9712","P203","3","68","0","204"
"OL-1752","","C301","3","55","","165"
"OL-1752","TRN-9712","C301","3","55","0","165"
"OL-1754","","","2","60","","120"
"OL-1755","TRN-9714","P102","1","80","0","80"
"OL-1756","TRN-9714","","2","65","0","130"
"OL-1756","TRN-9714","P202","2","65","0","130"
"OL-1757","TRN-9715","C302","2","50","0","100"
"","TRN-9716","P103","3","95","0","285"
"OL-1760","TRN-9717","C303","2","","0","120"
" OL-1761 ","TRN-9717"," P202 ","3","65","0","195"
"OL-1761","TRN-9717","P202","3","65","0","195"
"OL-1763","","C301","3","55","0","165"
"OL-1764","TRN-9718","P102","","80","0","240"
"#N/A"," TRN-9718 ","P102","1","80","0","80"
"OL-1766"," TRN-9718 ","","1","58","0","58"
"OL-1767","TRN-9719","C301","2","55","0.05","104.5"
"OL-1768"," TRN-9719 ","P103","3","95","0.05",""
"OL-1769","TRN-9720","P101","1","85","0","85"
"OL-1770","TRN-9720","#N/A","1","60","0","60"
" OL-1771 ","TRN-9720","P103","1","95","0","95"
"OL-1771","TRN-9720","P103","1","95","0","95"
"OL-1773","TRN-9721","P203","","68","0","68"
"OL-1774","TRN-9722","P201","1","70","0","70"
" OL-1775 ","TRN-9722","#N/A","2","55","0","110"
"#N/A","TRN-9722","C303","2","60","",""
"OL-1777","TRN-9723","P201","1","70","0","70"
"OL-1778","TRN-9723"," C304 ","3","58","0","174"
" OL-1779 ","TRN-9724","C301","1","","0","55"
"OL-1780","TRN-9724","C301","1","55","0","55"
"OL-1781","TRN-9724","","3","58","0","174"
"OL-1782","","P201","3","70","0","210"
" OL-1783 ","TRN-9725","P202","2","65","0","130"
"OL-1784","TRN-9725","P103","","95","0","95"
"OL-1785","","P101","1","85","0.15","72.25"
" OL-1786 "," TRN-9727 ","C304","1","58","0.05","55.1"
" OL-1787 ","TRN-9727"," P102 ","1","80","",""
"OL-1787","TRN-9727","P102","1","80","0.05","76"
" OL-1789 ","TRN-9728","C301","3","55","0",""
"OL-1790"," TRN-9728 ","P101","3","85","0","255"
"OL-1791","TRN-9728","P201","2","70","","140"
" OL-1792 ","TRN-9729"," P202 ","2","65","0","130"
"OL-1793","TRN-9729","P202","3","65","","195"
"OL-1793","TRN-9729","P202","3","65","0","195"
"OL-1795","","P202","1","65","0",""
"OL-1796","TRN-9730","","2","95","","190"
"OL-1797","TRN-9731","C301","3","55","0","165"
"OL-1797","TRN-9731","C301","3","55","0","165"
"OL-1799","TRN-9732","P202","1","65","0.1","58.5"
"OL-1800","TRN-9732","P103","1","95","0.1","85.5"
"OL-1800","TRN-9732","P103","1","95","0.1","85.5"
"OL-1802","TRN-9733","C304","3","58","0","174"
"","TRN-9733","C303","2","60","0",""
"OL-1804","TRN-9733","P202","1","65","0","65"
"#N/A","TRN-9733","","1","68","0","68"
"OL-1806","TRN-9734","#N/A","1","85","0.15","72.25"
"OL-1806","TRN-9734","P101","1","85","0.15","72.25"
"OL-1807","TRN-9735","C303","3","60","0.1","162"
"OL-1809","","P103","1","95","0.1","85.5"
"OL-1810","TRN-9735","P101","1","85","0.1","76.5"
"OL-1811","TRN-9736","P203","2","68","0.1","122.4"
"OL-1812","TRN-9736","C302","1","50","","45"
"","TRN-9736","P202","3","65","0.1","175.5"
"OL-1814"," TRN-9737 ","P103","1","95","0","95"
" OL-1815 "," TRN-9738 ","#N/A","3","60","0.05","171"
" OL-1816 ","TRN-9738","","","","0.05","270.75"
"OL-1817","","C302","2","50","0.05","95"
"OL-1818"," TRN-9739 ","P203","1","68","","57.8"
"OL-1819","TRN-9739","P101","2","85","0.15","144.5"
"","TRN-9739","P102","2","80","0.15","136"
"OL-1821","","C304","3","58","0.15","147.9"
"OL-1822","TRN-9740"," C303 ","3","60","","180"
"OL-1823","TRN-9740","C301","2","55","0","110"
"OL-1824"," TRN-9741 ","C303","3","60","0","180"
"OL-1825","TRN-9741","C301","3","55","0","165"
"OL-1826","TRN-9741","C304","1","58","0","58"
"OL-1827","TRN-9742","P103","1","95","0","95"
"OL-1828","TRN-9742","P103","2","95","0","190"
"OL-1828","TRN-9742","P103","2","95","0","190"
"OL-1830"," TRN-9743 ","#N/A","3","58","0","174"
"OL-1830","TRN-9743","C304","3","58","0","174"
"OL-1832","TRN-9743","C301","1","55","0","55"
"OL-1833","TRN-9743","C302","2","50","0","100"
"OL-1834","","P202","2","65","0","130"
"OL-1835","TRN-9744","C303","1","60","0","60"
"","TRN-9744","P103","2","95","0","190"
"OL-1837",""," P103 ","","95","0","95"
"OL-1838","TRN-9745","","1","68","0","68"
"OL-1838","TRN-9745","P203","1","68","0","68"
"OL-1840","TRN-9745","P202","1","65","0","65"
"OL-1841","TRN-9746","P102","3","80","0","240"
"OL-1842","TRN-9746","C304","2","58","0","116"
"OL-1842","TRN-9746","C304","2","58","0","116"
"OL-1844","TRN-9746","P101","1","85","0","85"
"OL-1844","TRN-9746","P101","1","85","0","85"
"OL-1845","TRN-9747","C303","3","60","0","180"
"OL-1847","TRN-9748","P103","3","95","0","285"
"OL-1848","TRN-9749","P202","2","65","0","130"
"OL-1849","TRN-9749","P203","3","68","0","204"
"OL-1849","TRN-9749","P203","3","68","0","204"
"OL-1850","TRN-9750","P101","3","85","0","255"
"OL-1852","TRN-9750","P103","","","0","95"
"OL-1853","TRN-9750","P101","3","85","0","255"
" OL-1854 ","TRN-9751","P202","3","","0","195"
"OL-1855"," TRN-9751 ","","3","95","0","285"
"OL-1856","TRN-9751","C303","1","","0","60"
