transaction_id,date,customer_id,store_id,payment_method,total_amount
TRN-9422, 2023-11-01 ,CUST-1112,STO-03,Credit Card,258
TRN-9423,8/7/2025,CUST-1288,STO-02,Credit Card,415
TRN-9423,8/7/2025,CUST-1288,STO-02,Credit Card,415
 TRN-9425 ,,CUST-1045,STO-02,Cash,520
TRN-9426,9/7/2025,CUST-1122,STO-03,Credit Card,
TRN-9427,12/29/2025,CUST-1134, STO-04 ,#N/A,80.75
TRN-9428,4/6/2025,,STO-03,Debit Card,140
TRN-9428,4/6/2025,CUST-1087,STO-03,Debit Card,140
TRN-9430,10/19/2023, CUST-1061 ,STO-02,Mobile Payment,348.5
TRN-9431,7/9/2023, CUST-1111 , STO-04 ,Cash,742.5
TRN-9431,7/9/2023,CUST-1111,STO-04,Cash,742.5
TRN-9432,1/9/2026,CUST-1010,STO-03,Mobile Payment,274
TRN-9433,10/26/2022,CUST-1268,STO-04,Credit Card,120
TRN-9435,4/19/2025,CUST-1165,STO-03,Debit Card,49.3
TRN-9436,7/20/2024,CUST-1256,STO-03,Debit Card,310
TRN-9437,11/28/2025,CUST-1314,STO-02,Mobile Payment,342
TRN-9438,, CUST-1048 ,STO-03,Cash,200
TRN-9438,1/26/2025,CUST-1048,STO-03,Cash,200
 TRN-9440 ,9/5/2023, CUST-1279 ,STO-02,Mobile Payment,445
TRN-9441,7/12/2023,CUST-1026, STO-03 ,Credit Card,393
TRN-9441,7/12/2023,CUST-1026,STO-03,Credit Card,393
 TRN-9443 ,8/29/2025,CUST-1251,,,290
TRN-9444, 2024-08-21 ,CUST-1073,STO-02,Debit Card,258
TRN-9445,4/20/2024,CUST-1285, STO-01 , Credit Card ,627
 TRN-9446 ,9/6/2023,CUST-1324,STO-01, Mobile Payment ,158
,4/29/2022,CUST-1071, STO-04 ,Credit Card,64.6
TRN-9447,4/29/2022,CUST-1071,STO-04,Credit Card,64.6
TRN-9448,8/27/2022,CUST-1370,STO-02,Credit Card,261
TRN-9449,5/5/2024,CUST-1076,STO-02,Mobile Payment,380
TRN-9450,4/29/2025,CUST-1354,STO-03,Mobile Payment,630
TRN-9451,1/4/2023,CUST-1020,STO-04,Debit Card,174
TRN-9453,7/5/2023, CUST-1262 ,STO-01,Credit Card,355
TRN-9454,5/28/2024,CUST-1096,STO-02,Mobile Payment,283
TRN-9455, 2022-05-01 ,#N/A,STO-04,Mobile Payment,574.75
TRN-9456,2/15/2023,CUST-1075,,Cash,70
,9/10/2025,CUST-1359,STO-02,Mobile Payment,673
 TRN-9458 ,5/9/2022,CUST-1047, STO-02 ,Cash,
TRN-9459,4/14/2023,CUST-1311,STO-03,Credit Card,168
TRN-9459,4/14/2023,CUST-1311,STO-03,Credit Card,168
TRN-9460,4/28/2024,CUST-1345,STO-02,Cash,795
 TRN-9462 , 2026-02-06 ,CUST-1280,STO-02,,426
TRN-9463,7/24/2023,CUST-1349,STO-03,Credit Card,391.5
 TRN-9464 ,7/31/2025,CUST-1355,STO-02,Cash,583
TRN-9465,11/5/2024, CUST-1082 ,STO-01,#N/A,51
TRN-9466,11/9/2024,CUST-1227,, Debit Card ,174
TRN-9467,12/24/2022,CUST-1391,STO-02, Mobile Payment ,178.6
TRN-9468,3/24/2024,, STO-04 ,Credit Card,378.25
TRN-9469,#N/A, CUST-1382 ,STO-04,Debit Card,204
TRN-9470,6/29/2025,,,Cash,58
TRN-9471, 2022-08-24 ,,STO-01,Mobile Payment,314
TRN-9472,4/1/2024,CUST-1188,STO-03,,165
TRN-9473,8/17/2024,CUST-1253,STO-03,,376.2
TRN-9474,9/5/2022,CUST-1290,STO-01,Mobile Payment,455
TRN-9475, 2023-02-18 ,CUST-1183,STO-03,,136
TRN-9475,2/18/2023,CUST-1183,STO-03,Cash,136
TRN-9477, 2025-07-05 ,CUST-1274,STO-02,Credit Card,460
TRN-9478,4/8/2025,CUST-1233,STO-01,Debit Card,
TRN-9479, 2023-12-19 ,CUST-1212, STO-01 ,Credit Card,579
TRN-9480,6/21/2025,CUST-1251,STO-04,Cash,85
TRN-9481,10/30/2025,CUST-1265,STO-01,Mobile Payment,663
TRN-9482, 2023-02-18 ,CUST-1373, STO-01 ,Cash,
TRN-9483,8/22/2024,CUST-1031,STO-02, Mobile Payment ,204
TRN-9484,3/14/2025,,STO-02, Mobile Payment ,475
 TRN-9485 , 2025-03-29 ,CUST-1038,STO-04,Mobile Payment,165
TRN-9485,3/29/2025,CUST-1038,STO-04,Mobile Payment,165
 TRN-9487 ,1/7/2024,CUST-1314,STO-04,Cash,180
TRN-9488, 2022-03-05 ,CUST-1052,STO-04,Mobile Payment,495
TRN-9489,,CUST-1039,STO-03,Credit Card,80.75
 TRN-9490 , 2023-01-08 ,CUST-1034, STO-01 ,Mobile Payment,499.7
#N/A,,,STO-02,Mobile Payment,130
,10/22/2024,CUST-1156,STO-04,,208.25
 TRN-9493 ,, CUST-1054 ,STO-01, Cash ,246
TRN-9494,5/17/2025,CUST-1302,STO-01,Mobile Payment,55
TRN-9495,3/26/2025,CUST-1315,STO-01,Debit Card,129.2
,10/23/2022,CUST-1257,STO-04,Credit Card,386
TRN-9497,,CUST-1304,STO-04,Cash,264
TRN-9498,8/3/2024,,#N/A,Debit Card,325
, 2024-07-05 ,CUST-1007,STO-03,Cash,584
,,CUST-1302,STO-03,,401
 TRN-9501 ,#N/A,CUST-1190,STO-03,Mobile Payment,135
 TRN-9502 ,9/9/2022,,#N/A,Credit Card,306
TRN-9503,,CUST-1212,, Debit Card ,55.25
,7/4/2022,CUST-1066, STO-03 , Credit Card ,58
TRN-9505, 2025-07-10 ,CUST-1345,STO-01,Mobile Payment,310
TRN-9506,4/21/2024,CUST-1219,STO-03,Credit Card,442
TRN-9507,,CUST-1309,,Credit Card,115
TRN-9508,4/11/2024,CUST-1034,STO-03, Credit Card ,170
TRN-9508,4/11/2024,CUST-1034,STO-03,Credit Card,170
TRN-9510,9/28/2025,CUST-1176,STO-03,Mobile Payment,198
 TRN-9511 ,, CUST-1353 ,STO-03,Debit Card,514
TRN-9511,8/11/2023,CUST-1353,STO-03,Debit Card,514
 TRN-9513 ,9/29/2024,CUST-1366,STO-03, Debit Card ,273
TRN-9513,9/29/2024,CUST-1366,STO-03,Debit Card,273
TRN-9515,11/29/2024,CUST-1147, STO-03 ,Mobile Payment,80
TRN-9516,4/29/2024,CUST-1188,STO-01,,653
TRN-9517,7/18/2025,CUST-1184,STO-03,,59.5
TRN-9518,12/28/2022,CUST-1337,,Cash,283.5
TRN-9519,,CUST-1026,STO-03,Debit Card,599
TRN-9520,11/1/2025,CUST-1206,STO-03,Credit Card,120
TRN-9521,8/24/2023,CUST-1317,STO-01,#N/A,320
TRN-9522,6/6/2023,CUST-1356,,Debit Card,
TRN-9523,11/22/2023,CUST-1018,STO-01,Debit Card,558
TRN-9524,6/28/2023,CUST-1342,STO-03,Credit Card,265
TRN-9525,6/10/2023,#N/A,STO-04, Cash ,55
TRN-9526,2/24/2026,CUST-1113,STO-01, Mobile Payment ,156.75
TRN-9527,,CUST-1047, STO-03 ,Cash,276
TRN-9528,1/20/2022,CUST-1091,STO-02,Cash,511
 TRN-9529 ,8/25/2022, CUST-1288 ,STO-02,Mobile Payment,390
TRN-9530,2/19/2026, CUST-1239 ,STO-01, Cash ,404
 TRN-9531 ,7/15/2024, CUST-1205 ,STO-02,Credit Card,308
TRN-9532, 2024-09-17 ,CUST-1388,STO-02,Cash,464
TRN-9533,9/6/2023,CUST-1343,, Mobile Payment ,328.7
TRN-9534,3/26/2023,CUST-1181,STO-03,Mobile Payment,335
TRN-9534,3/26/2023,CUST-1181,STO-03,Mobile Payment,335
TRN-9536,1/22/2026,CUST-1107,,Mobile Payment,
TRN-9537,9/15/2023,CUST-1256,STO-02,Credit Card,
TRN-9537,9/15/2023,CUST-1256,STO-02,Credit Card,820
TRN-9539,2/20/2024,CUST-1244,STO-03,Debit Card,369
TRN-9539,2/20/2024,CUST-1244,STO-03,Debit Card,369
TRN-9540,1/7/2022,CUST-1038,STO-01,Cash,716
TRN-9542,11/9/2023,CUST-1239,STO-04,,72.25
TRN-9543,3/20/2022,CUST-1332,STO-04,Debit Card,117
TRN-9544,,CUST-1066,STO-01,Debit Card,510
TRN-9545,6/23/2024,CUST-1083,STO-01,Debit Card,725
 TRN-9546 ,2/24/2023,CUST-1251,STO-04, Credit Card ,110
TRN-9547,8/29/2022,#N/A,STO-03,Mobile Payment,120
TRN-9547,8/29/2022,CUST-1015,STO-03,Mobile Payment,120
,3/2/2023,#N/A, STO-02 ,Debit Card,360
TRN-9550,, CUST-1021 , STO-02 ,Credit Card,
TRN-9551,10/1/2025,CUST-1253,STO-04,Cash,245.7
TRN-9551,10/1/2025,CUST-1253,STO-04,Cash,245.7
 TRN-9553 ,9/21/2025,CUST-1128,STO-04,Credit Card,184.5
TRN-9554,6/5/2025,,STO-02,Cash,355
TRN-9555, 2025-11-10 , CUST-1076 ,STO-02,Credit Card,110
,12/6/2025,#N/A, STO-01 ,,150
 TRN-9557 ,11/14/2022,CUST-1103,STO-04,Debit Card,65
#N/A,, CUST-1074 ,STO-03,Cash,224
TRN-9559,,CUST-1396, STO-01 ,Credit Card,360
TRN-9560,#N/A,CUST-1395, STO-04 ,Credit Card,319
TRN-9561,2/15/2026,CUST-1101,STO-02,,374
TRN-9562,5/8/2023,CUST-1355,STO-02,Credit Card,643
TRN-9562,5/8/2023,CUST-1355,STO-02,Credit Card,643
 TRN-9564 ,,CUST-1150,STO-04,Mobile Payment,
TRN-9565, 2022-02-14 ,CUST-1352,STO-01, Credit Card ,311.1
TRN-9566,4/18/2023,CUST-1115,STO-01,,326
#N/A,10/10/2024, CUST-1132 ,STO-03, Cash ,280
TRN-9568,6/10/2022,CUST-1131,STO-01,Debit Card,242.25
TRN-9568,6/10/2022,CUST-1131,STO-01,Debit Card,242.25
TRN-9570,8/24/2024,CUST-1023,STO-02,Mobile Payment,316
TRN-9571,8/11/2025,CUST-1124,STO-01,,68
TRN-9572,7/1/2025,CUST-1239,STO-02,Cash,310
#N/A,2/20/2022,CUST-1297,,Cash,352
TRN-9574,, CUST-1306 ,STO-03, Mobile Payment ,256
,5/24/2023, CUST-1063 ,STO-03,Mobile Payment,170
TRN-9576,1/23/2025,CUST-1341,STO-02,Credit Card,216
 TRN-9577 ,9/4/2025,CUST-1096,STO-04,,116
,6/29/2023,CUST-1123,STO-03, Debit Card ,274
 TRN-9579 ,11/3/2025,CUST-1319,STO-02,Debit Card,
TRN-9580,2/3/2025,CUST-1073, STO-01 ,Cash,510
TRN-9581,8/10/2024,CUST-1233,#N/A,Credit Card,386
TRN-9582,6/16/2024,CUST-1138,STO-03,Cash,
TRN-9583,11/11/2022,#N/A, STO-03 ,Debit Card,564
TRN-9584,,CUST-1079,STO-02,Cash,704.65
TRN-9585,9/1/2022,CUST-1054,STO-03,Mobile Payment,284
TRN-9586,6/3/2023,CUST-1283, STO-01 ,Mobile Payment,145
,5/30/2025,CUST-1363, STO-04 ,Mobile Payment,590
TRN-9588,#N/A,CUST-1002,STO-02, Debit Card ,465
TRN-9589,12/2/2022,CUST-1025,STO-04,Mobile Payment,230
TRN-9590,11/28/2022, CUST-1191 , STO-03 ,Debit Card,275
TRN-9591,,CUST-1128,STO-01,Debit Card,
#N/A,7/21/2022,CUST-1286,,,654
TRN-9593,12/2/2025, CUST-1325 ,STO-02,Credit Card,
 TRN-9594 ,2/14/2022,CUST-1283,STO-01,#N/A,524
TRN-9595,12/1/2023, CUST-1212 ,STO-04,Debit Card,162.9
TRN-9596,4/12/2022,CUST-1080,STO-02,Credit Card,
TRN-9597,6/1/2023,CUST-1165,STO-01,#N/A,110
TRN-9598,10/28/2023,CUST-1266,STO-02,Mobile Payment,453
TRN-9599,1/25/2025,CUST-1319,,Credit Card,195
 TRN-9600 ,10/8/2023,CUST-1113,STO-03,Debit Card,384.2
TRN-9601,5/14/2024,CUST-1071,,Cash,640
,10/15/2022, CUST-1148 ,STO-04,Credit Card,416.7
,1/11/2022,CUST-1342,STO-01,Debit Card,150
TRN-9604,1/4/2026,CUST-1255,STO-04,Cash,240
,9/7/2025,CUST-1141,STO-04, Debit Card ,114
TRN-9606,6/2/2025,CUST-1255, STO-01 , Credit Card ,395.25
TRN-9607,6/29/2023,CUST-1056,STO-03,Debit Card,681
TRN-9608,5/24/2025,CUST-1343,STO-04,Credit Card,
TRN-9608,5/24/2025,CUST-1343,STO-04,Credit Card,216
TRN-9610,6/21/2023,CUST-1096,STO-03,,212.5
TRN-9611,4/16/2023,CUST-1293,STO-04,#N/A,
TRN-9612,4/23/2025, CUST-1329 ,,Credit Card,195
TRN-9613,12/12/2024,CUST-1320,,Cash,136
TRN-9614,4/30/2023,CUST-1014,STO-03,Debit Card,218
TRN-9615,1/5/2022,CUST-1342,STO-02,Cash,370
TRN-9616,,CUST-1120,STO-04,Debit Card,515
TRN-9617,12/12/2022, CUST-1254 ,STO-03,Credit Card,419
#N/A,6/20/2022, CUST-1148 ,STO-01, Debit Card ,629
TRN-9619,11/2/2024,CUST-1129,STO-03,Cash,280
TRN-9620,12/25/2022,#N/A,STO-02,,510
TRN-9621,7/13/2023,CUST-1312,STO-04, Debit Card ,479.4
TRN-9622,11/23/2024,CUST-1381,STO-01,Credit Card,59.5
TRN-9623,5/8/2023,CUST-1040,STO-02,Cash,680
TRN-9624,6/28/2025,CUST-1343, STO-02 ,,335
TRN-9625,2/22/2023,CUST-1090,STO-03, Mobile Payment ,260
 TRN-9626 , 2023-08-02 ,CUST-1038,STO-01,Mobile Payment,100
TRN-9626,8/2/2023,CUST-1038,STO-01,Mobile Payment,100
#N/A,3/24/2025,CUST-1371,STO-02,,85.5
TRN-9629,#N/A,CUST-1275,STO-04,Mobile Payment,426.6
TRN-9630,3/30/2023,CUST-1312,STO-02,,185
TRN-9630,3/30/2023,CUST-1312,STO-02,Debit Card,185
TRN-9632,8/9/2025,#N/A,STO-02,Cash,649
,11/17/2025,CUST-1291,STO-01,,61.75
TRN-9633,11/17/2025,CUST-1291,STO-01,Debit Card,61.75
TRN-9635,5/27/2023, CUST-1143 ,STO-04,Debit Card,68
 TRN-9636 ,7/31/2022,CUST-1299,STO-02,Mobile Payment,369
TRN-9636,7/31/2022,CUST-1299,STO-02,Mobile Payment,369
TRN-9638,7/24/2022,CUST-1066,STO-01,Cash,360
TRN-9639,11/19/2022,CUST-1211,STO-04,Debit Card,242
TRN-9640,4/29/2024,CUST-1335,STO-02,Debit Card,470.25
TRN-9641,2/13/2022,CUST-1269,STO-04,Debit Card,480
TRN-9642, 2022-03-08 ,CUST-1030,STO-03,Credit Card,510
TRN-9643,10/18/2024, CUST-1269 ,STO-02,Debit Card,510
TRN-9644,2/13/2023,CUST-1387,,Credit Card,775
TRN-9645,4/21/2022,CUST-1091,STO-02,#N/A,278
 TRN-9646 ,3/12/2022,CUST-1023,,Credit Card,411.4
 TRN-9647 , 2022-07-04 ,CUST-1250,STO-04,Mobile Payment,174
TRN-9648,5/30/2025,,STO-04,Debit Card,240
 TRN-9649 , 2022-11-23 ,CUST-1330,#N/A,Mobile Payment,175
TRN-9650,9/18/2025,CUST-1282, STO-04 ,Mobile Payment,624
TRN-9651,12/8/2024,,STO-01,,440
TRN-9652,5/28/2022,CUST-1099,STO-04, Mobile Payment ,
#N/A,2/10/2024,CUST-1357, STO-02 ,#N/A,279
 TRN-9654 ,4/2/2025, CUST-1093 ,STO-01,Credit Card,68
TRN-9655,3/4/2024,CUST-1172,STO-02,Cash,204
,, CUST-1358 ,#N/A,Cash,250
TRN-9657,11/26/2025,#N/A,STO-02,Debit Card,344
TRN-9657,11/26/2025,CUST-1169,STO-02,Debit Card,344
TRN-9659, 2024-07-09 ,CUST-1139,STO-02,Credit Card,418.95
, 2023-10-03 ,CUST-1371,STO-01,,50
TRN-9661,12/7/2022,CUST-1151, STO-03 , Debit Card ,643
#N/A,11/4/2024,CUST-1362,STO-03,Credit Card,430
TRN-9663,,CUST-1219,STO-03, Cash ,506.35
TRN-9664, 2023-10-09 ,,STO-01, Cash ,355
TRN-9665,12/6/2024,CUST-1211,STO-02,Cash,209.7
 TRN-9666 , 2024-11-28 ,,STO-04,Credit Card,46.75
TRN-9667,12/23/2025,CUST-1057,STO-01, Cash ,606.6
TRN-9668,8/22/2023, CUST-1039 ,STO-04,Cash,625
TRN-9669,10/14/2023,CUST-1395,STO-04,Mobile Payment,266
TRN-9670,7/31/2022,CUST-1170, STO-04 ,,360
 TRN-9671 , 2023-12-15 ,CUST-1036, STO-02 , Cash ,
TRN-9672,7/31/2024,CUST-1125,STO-03,Debit Card,260
TRN-9673,,CUST-1313,,Credit Card,575
 TRN-9674 ,5/20/2023,CUST-1057,STO-02,Cash,680
TRN-9675, 2023-12-08 ,CUST-1349,,Mobile Payment,403.75
TRN-9675,12/8/2023,CUST-1349,STO-04,Mobile Payment,403.75
TRN-9676,3/24/2023,CUST-1382,STO-03,Credit Card,140
TRN-9678,1/25/2026,CUST-1371,STO-04,Debit Card,208.25
TRN-9679,3/2/2023,CUST-1362, STO-03 ,Mobile Payment,596
 TRN-9680 , 2022-03-07 ,CUST-1103,STO-03,Mobile Payment,380
TRN-9681,1/31/2023,CUST-1068,STO-04,Credit Card,170
TRN-9682,8/11/2024,CUST-1226, STO-04 ,Debit Card,120
TRN-9683,5/29/2024,CUST-1086,STO-01,Mobile Payment,355
TRN-9683,5/29/2024,CUST-1086,STO-01,Mobile Payment,355
TRN-9685,1/3/2024,CUST-1018,STO-03, Cash ,95
 TRN-9686 ,2/20/2023, CUST-1075 ,,Debit Card,
TRN-9687,10/9/2023, CUST-1106 ,STO-02,Debit Card,306
TRN-9688,11/13/2025,CUST-1359,STO-04,,90.25
TRN-9689,,CUST-1038,STO-04,Cash,645
TRN-9690,11/19/2023, CUST-1070 ,STO-03,Credit Card,521.9
TRN-9691,11/25/2022, CUST-1121 ,STO-02,Mobile Payment,70
TRN-9692,,CUST-1063, STO-04 ,Debit Card,405
 TRN-9693 ,6/4/2023,CUST-1119,STO-04,Debit Card,380
TRN-9694,2/21/2022,CUST-1359,,Cash,180
TRN-9695,1/25/2024,CUST-1200,STO-01,Credit Card,286
TRN-9696,,CUST-1150,STO-03,,
TRN-9697, 2023-08-17 ,CUST-1328, STO-04 ,Debit Card,308.75
TRN-9698,8/3/2022,,STO-03,Cash,327
TRN-9699,1/17/2024,CUST-1399,, Credit Card ,110
#N/A,,CUST-1071,STO-03,Debit Card,378
TRN-9701, 2026-02-10 ,,STO-01,Credit Card,160
TRN-9702,10/29/2025,CUST-1377,STO-02,Cash,95
TRN-9702,10/29/2025,CUST-1377,STO-02,Cash,95
TRN-9704,1/12/2024,CUST-1349,STO-02,Debit Card,468
TRN-9705,7/4/2022,CUST-1046,,Mobile Payment,603
TRN-9706,,CUST-1114,,Debit Card,415
TRN-9707,,CUST-1298,,,229.5
,3/28/2025,CUST-1314,STO-03,Mobile Payment,
TRN-9708,3/28/2025,CUST-1314,STO-03,Mobile Payment,240
TRN-9710,11/23/2025,CUST-1243,STO-04,Cash,58
TRN-9711,9/8/2025,CUST-1242,STO-04,Cash,328.1
TRN-9712,#N/A,CUST-1041,STO-04,Mobile Payment,250
,2/23/2025,CUST-1378,STO-04,Mobile Payment,565
TRN-9713,2/23/2025,CUST-1378,STO-04,Mobile Payment,565
TRN-9714,6/5/2025,CUST-1315,STO-03,Cash,110
,7/14/2025,CUST-1297,STO-04, Debit Card ,285
TRN-9716,7/14/2025,CUST-1297,STO-04,Debit Card,285
TRN-9718,11/15/2022,CUST-1393,STO-02,Cash,268
TRN-9719,6/4/2024, CUST-1341 ,STO-02, Mobile Payment ,516.8
TRN-9720,9/15/2023,CUST-1152,STO-03,Credit Card,401
TRN-9721,,CUST-1114,STO-04,Debit Card,410
TRN-9721,1/15/2025,CUST-1114,STO-04,Debit Card,410
TRN-9722,2/24/2025,CUST-1048,STO-04,Cash,427.5
,4/24/2023,CUST-1257, STO-01 ,Credit Card,59.5
TRN-9725,5/24/2025,CUST-1125,,#N/A,306
 TRN-9726 ,8/17/2023, CUST-1172 ,STO-03, Debit Card ,489.6
TRN-9727,5/28/2023,CUST-1082,,Debit Card,171
TRN-9728,,CUST-1389,STO-02, Mobile Payment ,123.5
TRN-9729,9/15/2023,CUST-1335,STO-04,,328
TRN-9730,8/14/2023, CUST-1154 ,STO-01,Credit Card,170
TRN-9731,4/27/2024,CUST-1293,STO-03,,268
TRN-9731,4/27/2024,CUST-1293,STO-03,Debit Card,268
TRN-9732,6/1/2025,CUST-1154,STO-04,Credit Card,175.5
TRN-9734,1/5/2025,,STO-03, Mobile Payment ,285
,9/2/2023,CUST-1067,STO-02,Credit Card,416.1
TRN-9736,,CUST-1184,STO-02, Credit Card ,552.6
TRN-9736,6/19/2024,CUST-1184,STO-02,Credit Card,552.6
TRN-9738,12/24/2025,CUST-1268,STO-04,Credit Card,436
TRN-9739,8/19/2022,#N/A,STO-01,Debit Card,
TRN-9740,9/3/2025,CUST-1206,STO-01,Credit Card,671
TRN-9741,11/7/2022,CUST-1142,STO-01,Credit Card,190
TRN-9741,11/7/2022,CUST-1142,STO-01,Credit Card,190
TRN-9743, 2023-04-21 ,CUST-1139,STO-02,,361.95
 TRN-9744 ,,CUST-1185,STO-01,Debit Card,475
TRN-9745,,CUST-1257, STO-04 ,Debit Card,108
, 2024-11-03 ,CUST-1231,STO-03,Debit Card,369.75
TRN-9746,11/3/2024,CUST-1231,STO-03,Debit Card,369.75
TRN-9748,9/12/2022,,STO-02,,
TRN-9748,9/12/2022,CUST-1001,STO-02,Credit Card,196
TRN-9750,1/17/2022,CUST-1167,STO-03,Debit Card,339
 TRN-9751 , 2024-06-11 ,,STO-04, Credit Card ,385
TRN-9751,6/11/2024,CUST-1355,STO-04,Credit Card,385
TRN-9753,6/29/2024, CUST-1225 ,#N/A,Credit Card,58
TRN-9754,4/11/2024, CUST-1216 ,STO-02,Debit Card,
TRN-9754,4/11/2024,CUST-1216,STO-02,Debit Card,246
TRN-9755,9/26/2022,CUST-1176,STO-01,Debit Card,330
TRN-9756,4/17/2025,CUST-1383,STO-02,Mobile Payment,160.2
TRN-9758,,CUST-1216,STO-04,Debit Card,110
TRN-9759, 2024-09-29 ,CUST-1096,STO-03, Cash ,110
TRN-9760,7/30/2024,CUST-1277,STO-01, Debit Card ,310
TRN-9761,3/16/2023,#N/A,STO-04,,220.5
TRN-9762,5/28/2022,CUST-1395,STO-03,Debit Card,646
TRN-9763,11/21/2023,CUST-1366, STO-02 ,Mobile Payment,423
TRN-9764,10/13/2023,CUST-1296,STO-02,Cash,265
TRN-9765,3/25/2022, CUST-1251 ,,Cash,690
TRN-9766,7/21/2023,CUST-1270,STO-01,#N/A,283
TRN-9767,12/29/2023,, STO-04 ,Debit Card,305
TRN-9768,,CUST-1079,STO-01,Debit Card,204
TRN-9769,8/26/2024,CUST-1028, STO-03 ,Cash,153
TRN-9770,12/6/2022,,STO-03,Credit Card,340
TRN-9771,2/16/2024,CUST-1148,STO-02,Debit Card,492
,1/2/2023,CUST-1357,STO-03,Mobile Payment,255
TRN-9773, 2025-11-10 ,CUST-1132,STO-02,,133
TRN-9774,,,STO-03,Mobile Payment,350.55
TRN-9775,12/10/2024,CUST-1019,STO-02,,285
TRN-9776,,CUST-1256,STO-01,Debit Card,508.25
TRN-9777,2/20/2024,CUST-1172,STO-03,,
TRN-9778, 2023-12-10 ,CUST-1002,STO-01,Credit Card,230
,1/2/2025,CUST-1057,,Debit Card,165
TRN-9780,2/6/2022, CUST-1052 ,STO-02,Mobile Payment,223
TRN-9781,#N/A,CUST-1346,STO-02,Debit Card,150
TRN-9782,#N/A,CUST-1288,STO-03,Credit Card,144.5
TRN-9783,11/1/2023,,STO-01,Mobile Payment,230
 TRN-9784 ,9/14/2022,CUST-1340,STO-01,Credit Card,255
TRN-9785,7/22/2023,CUST-1270,STO-04,Credit Card,110
 TRN-9786 ,9/2/2024,CUST-1176,STO-04,Debit Card,256
TRN-9787,12/2/2025, CUST-1369 ,STO-04,Debit Card,396
#N/A,2/10/2025, CUST-1143 ,,Debit Card,
TRN-9789,7/20/2025,CUST-1119, STO-03 ,Cash,65
TRN-9790,6/6/2023,CUST-1242,STO-04,Debit Card,629
TRN-9791,8/16/2025, CUST-1399 ,STO-01, Credit Card ,790
TRN-9792,11/30/2022,CUST-1290,STO-04,Mobile Payment,408
TRN-9793,5/16/2025,CUST-1289,STO-03,Credit Card,227.8
TRN-9794, 2022-12-10 ,CUST-1015,STO-04,Mobile Payment,495
TRN-9794,12/10/2022,CUST-1015,STO-04,Mobile Payment,495
TRN-9796,6/22/2022,CUST-1084,STO-02, Credit Card ,142.5
 TRN-9797 ,4/7/2025,CUST-1395,, Mobile Payment ,316
TRN-9798, 2022-09-04 ,CUST-1272,STO-03,Credit Card,144
,10/26/2023,CUST-1137,STO-03, Debit Card ,95
,5/24/2022,CUST-1154,STO-02,Mobile Payment,248
TRN-9800,5/24/2022,CUST-1154,STO-02,Mobile Payment,248
TRN-9802, 2022-10-09 ,CUST-1185,STO-01,Mobile Payment,500
,5/2/2025,CUST-1034,STO-02,Credit Card,233
 TRN-9804 ,3/13/2025,CUST-1276,,,
TRN-9805,,CUST-1361,STO-03,Cash,72.25
,,CUST-1112,STO-03,Cash,560
TRN-9807,1/2/2026,CUST-1330,STO-01,Debit Card,190
TRN-9808,12/19/2025,CUST-1045,STO-02,Mobile Payment,218
,8/5/2023,,STO-03,Cash,104.5
TRN-9810,6/7/2023,CUST-1127,STO-04,Debit Card,450
TRN-9811,2/22/2025, CUST-1337 ,STO-03, Debit Card ,156.75
TRN-9812,#N/A,CUST-1049,STO-01,Mobile Payment,116
TRN-9813,1/23/2025,,,Credit Card,46.75
TRN-9814,3/23/2024,CUST-1097,STO-03,Cash,
TRN-9815,3/22/2024, CUST-1266 ,STO-01,,385
TRN-9816,10/1/2025,CUST-1339,STO-03,Debit Card,195
TRN-9817,4/28/2025, CUST-1213 ,STO-03,Debit Card,445
,12/11/2022, CUST-1107 ,STO-02,Cash,165
TRN-9819,1/13/2023,CUST-1038,STO-03,Credit Card,68
TRN-9820,,CUST-1076,STO-04,Debit Card,60
TRN-9821,7/10/2022,CUST-1316,STO-03,Cash,199.5
TRN-9821,7/10/2022,CUST-1316,STO-03,Cash,199.5
#N/A,7/16/2025,CUST-1180,STO-03,,412
TRN-9823,7/16/2025,CUST-1180,STO-03,Credit Card,412
TRN-9825,,,STO-02,Credit Card,619
TRN-9826,4/14/2025,CUST-1330,,,246.5
TRN-9827,8/6/2022,CUST-1038,,Credit Card,445
TRN-9828,10/13/2024,CUST-1100,STO-03,Debit Card,161.5
TRN-9828,10/13/2024,CUST-1100,STO-03,Debit Card,161.5
TRN-9830, 2024-09-25 ,CUST-1046, STO-02 ,Cash,123.5
,,CUST-1084, STO-01 , Mobile Payment ,130
TRN-9832,9/17/2024,CUST-1211,, Cash ,484
TRN-9833,7/9/2024,CUST-1377,STO-04,Mobile Payment,615
#N/A,5/9/2022,CUST-1017, STO-01 ,Cash,148
TRN-9835,1/5/2022, CUST-1215 ,,,166
TRN-9836,11/30/2023,CUST-1287,STO-02,,144.5
TRN-9837,,CUST-1206,STO-04,#N/A,
TRN-9838,9/8/2025,CUST-1214,#N/A,Credit Card,188
TRN-9838,9/8/2025,CUST-1214,STO-04,Credit Card,188
 TRN-9840 ,3/26/2022,,STO-01,Cash,335
TRN-9841,9/2/2024,,STO-02, Credit Card ,655
,9/15/2025,CUST-1066,STO-01,Debit Card,180.5
TRN-9843,9/26/2022,#N/A, STO-01 ,Credit Card,204
TRN-9843,9/26/2022,CUST-1164,STO-01,Credit Card,204
